user_id,total_spent,avg_transaction,transaction_count,spend_std,age,annual_income,credit_score,employment_years,income_expense_ratio,spend_per_transaction,credit_score_scaled,income_expense_ratio_scaled,spend_std_scaled,employment_years_scaled,risk_score,risk_category
26,921417.91,3001.3612703583062,307,1470.9198599698116,47,339081,674,16,0.3679991416706888,3001.3612703583062,0.41610738255033564,0.022149919048804506,0.579230525182497,0.6666666666666666,66.35635454292405,High Risk
27,929200.06,3097.3335333333334,300,1370.2885742592082,48,1018216,572,7,1.0957984656178348,3097.3335333333334,0.0738255033557047,0.36362052341837864,0.30306188093293107,0.29166666666666663,68.19372929865759,High Risk
28,963037.36,3000.1163862928347,321,1473.826147837034,36,655249,612,1,0.6803983180880958,3000.1163862928347,0.20805369127516782,0.16872210188248365,0.5872064302345099,0.041666666666666664,78.77558635358481,High Risk
29,962269.36,3026.0042767295595,318,1493.460244818581,35,1568506,692,23,1.6300072154432934,3026.0042767295595,0.47651006711409405,0.6142618453601141,0.6410894935996345,0.9583333333333333,43.34108216219598,Medium Risk
30,1121000.72,3202.8592,350,1434.2480161050821,23,1105497,702,12,0.9861697501853522,3202.8592,0.5100671140939599,0.3121846639949801,0.4785897221684201,0.5,54.853905530230406,Medium Risk
31,874031.55,3034.8317708333334,288,1515.418501448722,57,817313,694,2,0.9351069764014811,3034.8317708333334,0.4832214765100673,0.28822691128616945,0.7013508916410891,0.08333333333333333,67.21745881638434,High Risk
32,911978.49,3101.9676530612246,294,1561.885482454235,27,1563108,774,15,1.7139746355201864,3101.9676530612246,0.7516778523489935,0.6536578776695543,0.8288730936684723,0.625,41.284000711068046,Medium Risk
33,784374.71,3100.2952964426877,253,1509.5783347144645,41,912380,653,5,1.1631940555554119,3100.2952964426877,0.34563758389261734,0.39524134535459093,0.6853233618544823,0.20833333333333331,66.6269114402103,High Risk
34,761740.8,3034.82390438247,251,1485.7826594001879,29,1867908,653,18,2.4521569541765387,3034.82390438247,0.34563758389261734,1.0,0.6200194223873328,0.75,39.05307301150505,Medium Risk
35,935942.32,2999.815128205128,312,1453.2633886705273,59,1665413,588,6,1.779397046604325,2999.815128205128,0.12751677852349008,0.6843529188947339,0.5307747819559059,0.25,61.871820823953946,Medium Risk
36,936435.63,2954.055615141956,317,1395.0274297146796,38,1637682,747,9,1.7488463141881947,2954.055615141956,0.6610738255033559,0.6700190541619511,0.37095424783631437,0.375,38.555929439250306,Medium Risk
37,973908.61,3151.807799352751,309,1471.471010425203,24,1376871,683,8,1.413757908968481,3151.807799352751,0.44630872483221484,0.5128014854136709,0.5807430813718386,0.3333333333333333,55.61001169589913,Medium Risk
38,932172.27,2997.3384887459806,311,1415.2671087680274,45,1362383,616,1,1.461514189861065,2997.3384887459806,0.22147651006711433,0.5352078899846349,0.42649924743300005,0.041666666666666664,64.09707039677195,Medium Risk
39,839687.3,3064.552189781022,274,1422.599745706886,34,1784140,728,14,2.1247671603464764,3064.552189781022,0.5973154362416109,0.846394483911749,0.44662265525671163,0.5833333333333333,33.88457831932538,Low Risk
40,813796.21,2916.83229390681,279,1364.3319159921166,29,457504,591,4,0.5621849725743993,2916.83229390681,0.13758389261744974,0.11325848545840095,0.2867146562476428,0.16666666666666666,75.0211023195901,High Risk
41,858106.97,3000.3740209790208,286,1411.2045656852142,46,1586643,564,21,1.849003743670792,3000.3740209790208,0.046979865771812124,0.7170111532917509,0.41535015987575186,0.875,52.02737329674908,Medium Risk
42,882787.93,3033.635498281787,291,1421.1369867500366,22,1833584,660,3,2.077037913284564,3033.635498281787,0.36912751677852373,0.8240007631372577,0.4426083156293834,0.125,49.3376803312216,Medium Risk
43,992652.1900000001,3151.276793650794,315,1496.793442767672,40,992440,706,19,0.9997862393271907,3151.276793650794,0.523489932885906,0.31857328050459505,0.650236994320863,0.7916666666666666,53.2503938202727,Medium Risk
44,985746.1,3109.609148264984,317,1414.1243450852826,48,694540,838,3,0.7045830564280193,3109.609148264984,0.9664429530201342,0.18006915449125122,0.4233630905735035,0.125,47.36468382102784,Medium Risk
45,894538.32,3001.80644295302,298,1413.009776821101,27,817923,780,17,0.9143521095887766,3001.80644295302,0.7718120805369129,0.27848909389482085,0.42030431214024544,0.7083333333333333,42.41299060716834,Medium Risk
46,919491.5599999999,2891.4828930817607,318,1397.0312262365262,28,1515557,706,3,1.6482554771900246,2891.4828930817607,0.523489932885906,0.6228236078711809,0.3764533902241185,0.125,48.647211917340236,Medium Risk
47,982840.83,3061.8094392523362,321,1425.0293361810345,55,1044699,587,16,1.0629381361781642,3061.8094392523362,0.12416107382550345,0.34820303650358936,0.45329033025051846,0.6666666666666666,64.27407792601008,Medium Risk
48,901015.89,3139.42818815331,287,1553.113729390022,34,319870,646,11,0.3550103872196971,3139.42818815331,0.3221476510067114,0.016055824582854927,0.8048002306981803,0.4583333333333333,77.46416209124305,High Risk
49,839389.61,2807.323110367893,299,1392.5183978192624,37,1252082,838,21,1.4916577297162399,2807.323110367893,0.9664429530201342,0.54935070715072,0.3640685568502233,0.875,23.850346566778168,Low Risk
50,764851.16,2886.2307924528304,265,1453.4683319051924,56,1551772,803,16,2.0288548689656167,2886.2307924528304,0.848993288590604,0.8013941286947781,0.5313372203155664,0.6666666666666666,26.870155444796843,Low Risk
51,901312.17,3004.3739,300,1466.7980335496798,24,548683,745,9,0.6087602256607718,3004.3739,0.6543624161073827,0.13511077261609616,0.567918742706087,0.375,58.777367111880466,Medium Risk
52,925330.84,2946.913503184713,314,1481.4140635445444,22,1583253,635,21,1.7110128956687536,2946.913503184713,0.2852348993288589,0.6522682815765417,0.6080304153284648,0.875,49.484338382762985,Medium Risk
53,810754.38,3013.9568029739776,269,1463.5914879733682,26,326790,559,0,0.40306905279993677,3013.9568029739776,0.030201342281879207,0.038604102715181776,0.5591188219033145,0.0,88.96720637674507,High Risk
54,847398.56,2973.3282807017545,285,1505.1485015901044,24,1991738,554,21,2.350414662021611,2973.3282807017545,0.01342281879194629,0.9522643112614215,0.6731662975819996,0.875,51.30059795607923,Medium Risk
55,872449.6,3008.446896551724,290,1464.9563325206698,49,1111721,672,23,1.2742524038064778,3008.446896551724,0.4093959731543624,0.44734796327765486,0.5628644489772214,0.9583333333333333,49.1329910208121,Medium Risk
56,989961.12,3142.733714285714,315,1405.9008518413145,38,748345,667,17,0.7559337279831757,3142.733714285714,0.3926174496644297,0.2041619837558139,0.40079485084422783,0.7083333333333333,57.524426765955106,Medium Risk
57,863874.76,2860.512450331126,302,1418.611216827544,46,1049074,843,17,1.214382047694043,2860.512450331126,0.9832214765100673,0.41925784830659535,0.4356766894431985,0.7083333333333333,31.098046661813754,Low Risk
58,984297.97,2964.752921686747,332,1440.8230500177444,54,1836038,708,13,1.8653274272220637,2964.752921686747,0.5302013422818792,0.72466993766319,0.49663399327886637,0.5416666666666666,41.510534755815854,Medium Risk
59,920908.49,3009.5048692810456,306,1456.4154918915772,30,1888349,777,14,2.050528386376371,3009.5048692810456,0.761744966442953,0.8115629607416763,0.5394252932451633,0.5833333333333333,31.030543217149624,Low Risk
60,865427.8,3124.2880866425994,277,1337.7016123212356,56,1434764,765,11,1.657866779874647,3124.2880866425994,0.7214765100671143,0.6273330615468142,0.2136314713433829,0.4583333333333333,33.32595972811423,Low Risk
61,883149.19,2953.6762207357856,299,1455.4887544370504,34,829036,733,3,0.9387270116841754,2953.6762207357856,0.6140939597315436,0.28992536798315666,0.5368819904881259,0.125,58.67159017966379,Medium Risk
62,954208.45,3180.694833333333,300,1431.8623322398216,51,1090141,564,2,1.1424558229388977,3180.694833333333,0.046979865771812124,0.3855113324346667,0.4720425427895165,0.08333333333333333,74.98121558073689,High Risk
63,933179.72,2962.4753015873016,315,1515.234635996799,35,948249,706,19,1.0161483149248036,2962.4753015873016,0.523489932885906,0.3262500777469394,0.700846298340672,0.7916666666666666,54.03227598339855,Medium Risk
64,878475.42,3115.1610638297875,282,1466.7963516701573,28,1378931,685,11,1.5696864916265956,3115.1610638297875,0.4530201342281881,0.5859604258067292,0.567914127020376,0.4583333333333333,51.04876506821906,Medium Risk
65,915818.35,2916.618949044586,314,1455.6586776352935,34,1011131,810,6,1.104073749996383,2916.618949044586,0.8724832214765099,0.36750314087225006,0.53734832120182,0.25,45.43495944619105,Medium Risk
66,864702.97,2951.204675767918,293,1354.2475590148144,43,751015,706,10,0.8685236735106855,2951.204675767918,0.523489932885906,0.2569872001035117,0.25903953339808217,0.41666666666666663,52.89902701384959,Medium Risk
67,907804.26,3141.1912110726644,289,1459.6578889901687,41,1754908,596,0,1.9331347927360465,3141.1912110726644,0.15436241610738266,0.7564839574361046,0.5483236035918266,0.0,62.869268784995,Medium Risk
68,998363.93,3230.9512297734627,309,1579.0904155112587,36,456542,722,5,0.4572901587099606,3230.9512297734627,0.5771812080536916,0.06404368914440345,0.8760896526462347,0.20833333333333331,72.2741400967134,High Risk
69,943567.14,2903.283507692308,325,1406.0492787274136,38,1521992,679,14,1.6130192918757218,2903.283507692308,0.43288590604026833,0.6062914112902631,0.40120218790262596,0.5833333333333333,45.93429470793524,Medium Risk
70,894133.89,3020.7226013513514,296,1450.186004278676,44,605062,644,14,0.6767017856799947,3020.7226013513514,0.31543624161073813,0.16698775408366978,0.5223293261582285,0.5833333333333333,65.64668544427865,High Risk
71,887443.38,3039.1896575342466,292,1459.7701539272514,46,1912162,664,18,2.154686195304088,3039.1896575342466,0.3825503355704698,0.8604319673401781,0.5486316991830935,0.75,40.520413218490084,Medium Risk
72,950133.58,3016.2970793650793,315,1451.849570525608,45,1850284,792,10,1.947393544389832,3016.2970793650793,0.812080536912752,0.7631739121867736,0.5268947536173965,0.41666666666666663,32.96985891479841,Low Risk
73,901802.55,2937.467589576547,307,1461.1742289236558,49,1166651,841,22,1.293687847744498,2937.467589576547,0.976510067114094,0.456466730730905,0.5524849887981822,0.9166666666666666,29.427845505043205,Low Risk
74,938705.3099999999,3150.017818791946,298,1534.4435101859535,35,1410205,831,1,1.5022872300573225,3150.017818791946,0.9429530201342282,0.5543378812056929,0.7535623965691616,0.041666666666666664,44.81275579051445,Medium Risk
75,901269.69,3129.408645833333,288,1392.902624239449,21,1676760,848,13,1.860442017083699,3129.408645833333,1.0,0.7223777894052155,0.36512301311398376,0.5416666666666666,22.50612658012321,Low Risk
76,943566.85,3093.6618032786882,305,1512.4217858825625,45,1841310,832,1,1.9514356613948445,3093.6618032786882,0.9463087248322148,0.765070402182324,0.6931268202773597,0.041666666666666664,37.16461897094995,Medium Risk
77,907775.39,2956.9230944625406,307,1459.1189088633193,27,1055195,618,3,1.1623965703674781,2956.9230944625406,0.22818791946308714,0.394867179372102,0.5468444471857619,0.125,69.22929638134413,High Risk
78,841468.27,2871.9053583617747,293,1373.443353176441,29,590160,697,16,0.7013455183521061,2871.9053583617747,0.49328859060402674,0.17855015873641056,0.3117197353002581,0.6666666666666666,53.61278927277191,Medium Risk
79,932906.3099999999,3009.375193548387,310,1435.011836528361,44,1896824,560,2,2.0332416874744905,3009.375193548387,0.033557046979865834,0.8034523465553838,0.48068592166798485,0.08333333333333333,63.08565139240287,Medium Risk
80,947159.06,3095.291045751634,306,1448.6577503261035,21,513920,803,12,0.5425910195062696,3095.291045751634,0.848993288590604,0.10406534831741454,0.5181352445744483,0.5,50.02597934129539,Medium Risk
81,906490.9,3052.1579124579125,297,1427.7473302656751,28,1591380,587,8,1.7555388586912455,3052.1579124579125,0.12416107382550345,0.6731590779858714,0.460749489061151,0.3333333333333333,59.67457985775426,Medium Risk
82,999450.3,3065.7984662576687,326,1365.9074371339912,44,1725541,683,6,1.7264900515813542,3065.7984662576687,0.44630872483221484,0.6595298901127178,0.291038456094435,0.25,46.664067049379646,Medium Risk
83,939703.96,2891.3968,325,1459.3091321628199,31,1809433,749,14,1.9255351440681383,2891.3968,0.6677852348993287,0.7529183363394085,0.5473664887194336,0.5833333333333333,36.23729646272991,Medium Risk
84,938161.24,3016.5956270096463,311,1434.4031354411477,37,1853068,572,22,1.9752127043747831,3016.5956270096463,0.0738255033557047,0.7762261713199587,0.47901542573004763,0.9166666666666666,49.959630757552524,Medium Risk
85,933439.88,3101.1291694352158,301,1373.224473881204,28,953983,767,10,1.0220079733469283,3101.1291694352158,0.7281879194630871,0.3289993261138525,0.3111190513500026,0.41666666666666663,44.615824062376426,Medium Risk
86,863496.86,2897.6404697986577,298,1454.3795069807964,55,1764492,690,19,2.0434260756894935,2897.6404697986577,0.4697986577181208,0.8082306818526064,0.5338378142762479,0.7916666666666666,38.111882809812535,Medium Risk
87,972529.08,3010.9259442724456,323,1500.814119459263,55,1121052,653,1,1.152718230286749,3010.9259442724456,0.34563758389261734,0.3903262729327593,0.661271185358387,0.041666666666666664,68.79332008294334,High Risk
88,853960.58,2944.6916551724134,290,1413.2133207755014,53,428148,759,14,0.5013674050387665,2944.6916551724134,0.7013422818791946,0.08472395559644677,0.42086291036876844,0.5833333333333333,52.57855967371016,Medium Risk
89,1009938.76,3023.76874251497,334,1460.6206217656054,25,1834837,660,13,1.816780455084227,3023.76874251497,0.36912751677852373,0.7018925547077974,0.5509656905282054,0.5416666666666666,48.91807408208185,Medium Risk
90,955103.15,2984.69734375,320,1338.3903433998953,59,1704116,653,19,1.784221945032848,2984.69734375,0.34563758389261734,0.6866166761258814,0.2155215985230452,0.7916666666666666,39.73961625044286,Medium Risk
91,878533.2,3071.7944055944054,286,1502.2234539378196,48,1541290,720,21,1.7543901585051085,3071.7944055944054,0.5704697986577183,0.6726201281216804,0.6651389088947481,0.875,40.032731381224416,Medium Risk
92,873483.53,2931.1527852348995,298,1450.5709922749697,27,1031899,682,10,1.1813605689851987,2931.1527852348995,0.4429530201342282,0.40376475299739306,0.5233858724622733,0.41666666666666663,56.60141915462569,Medium Risk
93,831468.79,2897.1037979094076,287,1341.35113666118,29,583876,842,2,0.7022223888884632,2897.1037979094076,0.9798657718120807,0.1789615709240172,0.22364708608984163,0.08333333333333333,43.55879258065348,Medium Risk
94,926365.0,2969.11858974359,312,1491.6019740178085,28,559747,676,16,0.6042402292832739,2969.11858974359,0.4228187919463089,0.13299007004879815,0.6359897264241083,0.6666666666666666,63.93143470889741,Medium Risk
95,976007.99,3078.8895583596213,317,1470.4807418960456,32,915650,655,11,0.938158303396676,3078.8895583596213,0.3523489932885906,0.2896585400867124,0.5780254263681361,0.4583333333333333,63.663537559660675,Medium Risk
96,923697.24,3018.618431372549,306,1482.306618355709,54,723570,641,23,0.7833410869561546,3018.618431372549,0.3053691275167787,0.21702103311837778,0.610479908548959,0.9583333333333333,60.63604771434059,Medium Risk
97,878402.84,2987.7647619047616,294,1422.548906167855,53,575987,836,20,0.6557207852378983,2987.7647619047616,0.9597315436241609,0.15714383878242216,0.4464831331739978,0.8333333333333333,38.12474347316166,Medium Risk
98,916306.0700000001,3014.1647039473687,304,1486.8540519164083,43,1327512,600,14,1.4487648215622972,3014.1647039473687,0.16778523489932873,0.5292261112785217,0.6229597109524083,0.5833333333333333,61.95992765921601,Medium Risk
99,817078.59,2907.7529893238434,281,1445.036551254338,44,938353,578,15,1.1484244128829761,2907.7529893238434,0.09395973154362425,0.3883116895501216,0.5081973646085376,0.625,65.85100600164026,High Risk
100,997165.9400000001,3175.6877070063697,314,1486.1335614635927,57,1158158,845,4,1.1614496179041174,3175.6877070063697,0.9899328859060401,0.3944228859805949,0.6209824245633517,0.16666666666666666,43.43931090513779,Medium Risk
101,892827.22,3036.8272789115645,294,1422.042187030426,55,317640,846,19,0.3557687230906782,3036.8272789115645,0.9932885906040267,0.016411622396426212,0.4450925125910361,0.7916666666666666,41.76940090878699,Medium Risk
102,947743.93,3087.113778501629,307,1501.0409592167905,42,352528,763,5,0.37196545273574055,3087.113778501629,0.7147651006711411,0.024010842234546997,0.6618937156963027,0.20833333333333331,64.37577052339971,Medium Risk
103,891918.72,3003.0933333333332,297,1427.5971839451447,47,559214,816,18,0.6269786556335537,3003.0933333333332,0.8926174496644297,0.14365853858506045,0.46033743325278964,0.75,42.40538176924893,Medium Risk
104,894750.65,3012.628451178451,297,1472.3361887484355,55,1270240,806,24,1.4196580913352788,3012.628451178451,0.8590604026845639,0.5155697469005796,0.5831174436079363,1.0,31.128142371181607,Low Risk
105,1007825.43,3139.6430841121496,321,1421.4701025312306,21,801108,650,4,0.7948876622412673,3139.6430841121496,0.3355704697986579,0.22243848255982923,0.4435225058140846,0.16666666666666666,67.9523291965338,High Risk
106,998646.62,2972.1625595238097,336,1426.4679758823563,55,934421,659,2,0.9356873405329305,2972.1625595238097,0.3657718120805371,0.2884992078989852,0.45723847791724115,0.08333333333333333,66.43777989855646,High Risk
107,965904.4,2999.703105590062,322,1489.7301066102893,57,1717077,731,0,1.7776883509382502,2999.703105590062,0.6073825503355703,0.6835512290297121,0.6308526452420575,0.0,50.852126772204834,Medium Risk
108,859576.24,2884.4840268456373,298,1409.1455911360165,34,1498735,550,5,1.743574252354858,2884.4840268456373,0.0,0.6675454957492561,0.4096995890241426,0.20833333333333331,65.04262690800518,High Risk
109,988433.56,3069.669440993789,322,1419.096827079499,23,1521078,604,14,1.5388773323317755,3069.669440993789,0.18120805369127524,0.5715053117411317,0.43700937960977093,0.5833333333333333,56.50274636076683,Medium Risk
110,834103.63,2886.171730103806,289,1384.1310262047275,21,455576,698,1,0.546186329389311,2886.171730103806,0.49664429530201337,0.10575220429304222,0.3410505756006872,0.041666666666666664,65.64089504765201,High Risk
111,918587.05,2992.1402280130296,307,1429.5354760503676,25,1224618,686,2,1.3331539999393633,2992.1402280130296,0.4563758389261747,0.47498355315529756,0.4656568078297818,0.08333333333333333,57.84047519952059,Medium Risk
112,986502.4,3073.2161993769473,321,1480.991995956557,46,1165291,751,16,1.1812348353131223,3073.2161993769473,0.674496644295302,0.4037057609764048,0.60687210921389,0.6666666666666666,46.418886804650086,Medium Risk
113,962466.67,3084.8290705128206,312,1427.970780321568,34,1186089,666,24,1.2323429340155747,3084.8290705128206,0.38926174496644306,0.42768477933747934,0.46136271683179597,1.0,47.77254988268603,Medium Risk
114,872945.34,3095.5508510638297,282,1490.726867690177,59,1228479,703,23,1.4072805520675555,3095.5508510638297,0.5134228187919465,0.5097624238167449,0.633588118153185,0.9583333333333333,45.034090990843225,Medium Risk
115,920964.92,3029.489868421053,304,1573.011435155936,47,1359599,840,11,1.4762766425457334,3029.489868421053,0.9731543624161074,0.5421341723736757,0.8594067319094649,0.4583333333333333,39.98870678241527,Medium Risk
116,912100.45,3050.503177257525,299,1367.7572366536372,29,845735,612,17,0.9272388803228855,3050.503177257525,0.20805369127516782,0.2845353393998083,0.2961149750106622,0.7083333333333333,59.47936012358812,Medium Risk
117,903538.49,3181.473556338028,284,1487.4137218475266,35,688043,793,14,0.761498273305435,3181.473556338028,0.8154362416107381,0.20677277026208407,0.6244956476644625,0.5833333333333333,48.99646138905089,Medium Risk
118,924710.24,2973.344823151125,311,1474.202627027919,35,1634679,574,11,1.7677743030076103,2973.344823151125,0.08053691275167796,0.6788997326250927,0.5882396252990545,0.4583333333333333,61.70400858091958,Medium Risk
119,914797.38,3101.0080677966102,295,1502.753534000055,46,366203,639,15,0.40031050373143834,3101.0080677966102,0.29865771812080544,0.037309840153223583,0.6665936403045429,0.625,72.38455746726596,High Risk
120,863798.27,3084.9938214285717,280,1518.54059804887,33,1205588,624,7,1.3956823506951455,3084.9938214285717,0.2483221476510069,0.5043207523258209,0.7099190539098159,0.29166666666666663,66.00248334063645,High Risk
121,939523.2,3060.3361563517915,307,1439.5862023147417,52,460775,843,13,0.4904349355077129,3060.3361563517915,0.9832214765100673,0.07959463374193518,0.493239635839533,0.5416666666666666,44.93920202668025,Medium Risk
122,851164.72,3039.874,280,1517.990777494663,59,1357913,759,24,1.5953586516132858,3039.874,0.7013422818791946,0.5980053504139471,0.7084101474503224,1.0,36.68106257081622,Medium Risk
123,893462.38,3080.90475862069,290,1481.3893475441946,52,870715,566,16,0.9745401927275327,3080.90475862069,0.05369127516778538,0.3067282807819054,0.6079625856842381,0.6666666666666666,71.07820865935511,High Risk
124,821990.34,2967.4741516245485,277,1402.7994829250035,24,1863299,677,20,2.2668137438208826,2967.4741516245485,0.4261744966442955,0.9130402351671612,0.39228357283672555,0.8333333333333333,33.03835701916933,Low Risk
125,916851.17,3025.9114521452148,303,1499.351866534559,50,1672249,800,7,1.8239045274927226,3025.9114521452148,0.8389261744966445,0.7052350438127726,0.6572582344662874,0.29166666666666663,38.250697267560014,Medium Risk
126,901941.77,3057.4297288135594,295,1379.6660885912831,57,664167,728,14,0.7363745887941302,3057.4297288135594,0.5973154362416109,0.1949851806727747,0.32879717191358804,0.5833333333333333,51.07034774963214,Medium Risk
127,863620.33,2988.3056401384083,289,1437.8597482670148,43,1695385,731,13,1.9631138141456212,2988.3056401384083,0.6073825503355703,0.77054958544963,0.48850162150976395,0.5416666666666666,37.27015560496142,Medium Risk
128,883037.68,3034.4937457044675,291,1386.8250822443788,59,1978651,701,17,2.2407322414599564,3034.4937457044675,0.5067114093959733,0.9008032543387774,0.3484440397579718,0.7083333333333333,31.584883836137053,Low Risk
129,869233.32,3049.9414736842105,285,1336.903816462676,35,987281,574,19,1.135806666960259,3049.9414736842105,0.08053691275167796,0.3823916657410243,0.21144203096119485,0.7916666666666666,58.06329870068444,Medium Risk
130,893826.21,3019.683141891892,296,1396.0768580177833,49,1644027,729,6,1.8393139310604911,3019.683141891892,0.6006711409395975,0.7124648641439093,0.3738342586565948,0.25,41.3292493159287,Medium Risk
131,795030.99,3046.095747126437,261,1321.9493082550762,56,720571,747,2,0.9063432860648615,3046.095747126437,0.6610738255033559,0.27473149517355694,0.17040145170248522,0.08333333333333333,50.77850028622554,Medium Risk
132,829398.42,2941.12914893617,282,1567.0411505448897,33,1475592,710,11,1.7791111779547397,2941.12914893617,0.5369127516778525,0.6842187943670897,0.8430221116079983,0.4583333333333333,50.66693209242244,Medium Risk
133,933337.46,3001.085080385852,311,1462.6638727800866,52,1091267,726,20,1.1692094732809717,3001.085080385852,0.5906040268456376,0.3980636732390718,0.5565731103136744,0.8333333333333333,46.01841106950402,Medium Risk
134,874582.9,3015.803103448276,290,1468.5646812934683,27,1893023,834,23,2.164486637001478,3015.803103448276,0.9530201342281881,0.8650301617041778,0.5727670630750796,0.9583333333333333,17.773731712389676,Low Risk
135,871737.43,3069.4979929577466,284,1489.1894165991098,42,797562,612,2,0.9149108120778983,3069.4979929577466,0.20805369127516782,0.2787512272471693,0.6293687962949597,0.08333333333333333,75.69295991385323,High Risk
